DemoEstrato,DemoEdad,DemoGenero,DemoSemestre,DemoPadres,DemoEsMental,Pedag1,Pedag2,Pedag3,Pedag6,Pedag12,Pedag14,Pedag16
0.04032026775279619,0.07962112394215265,0.04469451087561811,0.07177226582603242,0.1844284688991379,0.06980372209043208,0.05374811487785333,0.1256099660273899,0.07019207996469047,0.10937725951571331,0.04838271974614112,0.04889964289600169,0.05314985758604089
0.0476866730414002,0.07976704896584853,0.04840286233582565,0.06373873717555607,0.1873073792413071,0.07193827211590151,0.05406270750605929,0.11286958966467864,0.07733824985144375,0.11865923367987724,0.0498076976455684,0.03886776690085143,0.049553781875682136
0.03272071866190316,0.08695173343133114,0.045928677424374224,0.06551221342196331,0.1911835665506117,0.08953836165813259,0.04468979045160259,0.11958465878999769,0.06945609731408162,0.10415776550834184,0.04557409507833951,0.04892894113763695,0.05577338057168358
0.04854358639444888,0.08367581504728512,0.03842599019930767,0.0727685541511804,0.15817954499868636,0.09668317978151592,0.046854606351896866,0.1161831276840104,0.059046493270578065,0.11873172969040295,0.06155055525846765,0.04503682157895323,0.05431999559326661
0.03552541054395,0.09587472926533032,0.04247203663678777,0.07154640013646946,0.1701676434919157,0.10973627590974462,0.04780828652837558,0.09203044610183025,0.06137484457748528,0.12117579197386413,0.04796068254838357,0.056660438000727405,0.047667014285135895
0.03468452595017155,0.06553093756316679,0.03652986634793168,0.048513500008973566,0.2188619341072394,0.08800439735811037,0.05638250350463879,0.12566838461731245,0.06841326236338387,0.12051250739271693,0.045945943734728475,0.04251437254028587,0.04843786451134034
0.0405927730631125,0.09046917266962479,0.04619411364306791,0.06791635226024813,0.17805277080546206,0.09351205709738405,0.04960925671491096,0.12886052929778372,0.04710648430498913,0.1090194153214509,0.05463214128046281,0.042761764104361305,0.051273169437141844
0.03774133414624843,0.09736578138427232,0.04096200656791105,0.08909634937593776,0.1765226968032456,0.08178528993389417,0.04976126888663586,0.11356298559387967,0.0694900443975321,0.09996904765799339,0.04557167416515861,0.04353315696182281,0.05463836412546821
0.042574032577681276,0.08862281360328804,0.05707198093413959,0.07307390968092242,0.16839466476236734,0.07507697397924014,0.04396564867697259,0.10104617302892249,0.07096291055856103,0.12178711074335287,0.052820997167264835,0.05120608186683306,0.05339670242045444
0.04071460064330439,0.071592045911959,0.04328534595920606,0.07726605330527007,0.17010179151098728,0.08557563404345282,0.05219496996781855,0.10650562788253772,0.07354759081943005,0.12308094913813068,0.054696626628589366,0.04518211809996336,0.05625664608935082
0.04005790974910849,0.09314286416307567,0.0425640792902581,0.08771767682275547,0.19764828175891355,0.07144188206450104,0.056294540503523824,0.07789930666294632,0.0592175484405704,0.11891521664547287,0.050839854744911026,0.04316178682997526,0.06109905232398792
0.046600758951865856,0.06623672885207482,0.054400942622851195,0.07709846058279222,0.1555188941224289,0.10661935386379554,0.05094109382557366,0.10438896748884069,0.055003917606813155,0.13359868954630572,0.04921288051051356,0.047587198476042696,0.05279211355010216
0.040460013646762355,0.0860087422855178,0.04077092280733811,0.053902527629296725,0.184427390440138,0.07803474375619977,0.05116897738356355,0.12185762209987869,0.0779235777793933,0.11754981736700466,0.047665940650288764,0.04939629222461267,0.05083343193000572
0.04036452612925379,0.08679820943614917,0.050650326212532654,0.07643541674993815,0.17225136655597864,0.06928341479182809,0.04625178043230951,0.1376012932440732,0.08344584419272931,0.08787346195629403,0.04345594894470857,0.05212528715064333,0.053463124203561564
0.04460337533218668,0.08481877234110861,0.042100630034747795,0.06719259234007881,0.1745337091238718,0.08857452625521142,0.041525293254761605,0.12980242302534345,0.0670217249762911,0.11779443294239919,0.052475007151916477,0.04177202834846375,0.04778548487361936
0.035531311797502484,0.08279575710083487,0.04063271098089742,0.06802558912150028,0.15984148521544894,0.07092344168456559,0.045396445180639296,0.11596189069849488,0.06297283092185785,0.14854469166413328,0.055193790219560536,0.046164846763713754,0.06801520865085087
0.03970911331965451,0.09168341048587304,0.04252270481069142,0.06747605202661064,0.18082872963721747,0.10792269610830618,0.051562360560752155,0.07854359719749544,0.06549535947122412,0.12503405665788592,0.04864450066869092,0.04361139407564877,0.056966024979949514
0.03598656912061466,0.08351603076291308,0.044847018462416885,0.0794105563772998,0.17005465902747308,0.1018482107002968,0.050195451549515366,0.11615058928010742,0.06919253654204575,0.095609288273656,0.04699875321116402,0.04509728826094017,0.06109304843155673
