Fold,Accuracy,Training_Time,Prediction_Time
1,0.9285714285714286,0.3581082820892334,0.0
2,0.8333333333333334,0.33978915214538574,0.0011181831359863281
3,0.8095238095238095,0.3590826988220215,0.0
4,0.9285714285714286,0.3949713706970215,0.0
5,0.9285714285714286,0.3697535991668701,0.002031087875366211
6,0.9047619047619048,0.3383309841156006,0.0025224685668945312
7,0.7619047619047619,0.3231334686279297,0.0
8,0.8333333333333334,0.3287332057952881,0.002010822296142578
9,0.9523809523809523,0.3261830806732178,0.0
10,0.9047619047619048,0.3666057586669922,0.003196239471435547
11,0.9285714285714286,0.37107300758361816,0.0
12,0.8571428571428571,0.3777153491973877,0.0015397071838378906
13,0.7857142857142857,0.3663294315338135,0.0
14,0.8809523809523809,0.44142818450927734,0.0017535686492919922
15,0.9047619047619048,0.40151238441467285,0.003920793533325195
16,0.8809523809523809,0.4024064540863037,0.0
17,0.9285714285714286,0.37794995307922363,0.002732515335083008
18,0.9047619047619048,0.4123039245605469,0.0
19,0.8571428571428571,0.3940141201019287,0.0
20,0.8809523809523809,0.41518163681030273,0.00406193733215332
21,0.8809523809523809,0.3680741786956787,0.0020453929901123047
22,0.7857142857142857,0.349658727645874,0.0
23,0.8571428571428571,0.3701193332672119,0.0
24,0.7857142857142857,0.3485748767852783,0.0030393600463867188
25,0.9523809523809523,0.38929271697998047,0.0025434494018554688
26,0.8333333333333334,0.4027104377746582,0.0017306804656982422
27,0.8809523809523809,0.37880420684814453,0.002012014389038086
28,0.8095238095238095,0.36403536796569824,0.0021216869354248047
29,0.9047619047619048,0.3516733646392822,0.0
30,0.8333333333333334,0.34761595726013184,0.006304502487182617
31,0.9047619047619048,0.33382582664489746,0.0
32,0.8571428571428571,0.3286576271057129,0.0033159255981445312
33,0.8809523809523809,0.3294992446899414,0.0
34,0.8333333333333334,0.3503851890563965,0.0014371871948242188
35,0.8809523809523809,0.33322596549987793,0.0
36,0.8333333333333334,0.31085801124572754,0.0042803287506103516
37,0.8333333333333334,0.30966877937316895,0.0
38,0.9523809523809523,0.32338452339172363,0.0
39,0.9047619047619048,0.31894969940185547,0.005579710006713867
40,0.8571428571428571,0.3240232467651367,0.0
41,0.8809523809523809,0.33623552322387695,0.0
42,0.7619047619047619,0.324784517288208,0.0
43,0.9285714285714286,0.33530211448669434,0.003616809844970703
44,0.9047619047619048,0.32613253593444824,0.0
45,0.8571428571428571,0.3424184322357178,0.002012968063354492
46,0.9047619047619048,0.31992220878601074,0.005591869354248047
47,0.8809523809523809,0.3443000316619873,0.0
48,0.9761904761904762,0.32376790046691895,0.0
49,0.8809523809523809,0.3251979351043701,0.005021572113037109
50,0.8571428571428571,0.34200358390808105,0.002025127410888672
