DemoEstrato,DemoEdad,DemoGenero,DemoSemestre,DemoPadres,DemoEsMental,Pedag1,Pedag2,Pedag3,Pedag6,Pedag12,Pedag14,Pedag16
0.05841788855833809,0.08530022229885569,0.050054321723581936,0.07499583797341522,0.19532769388464746,0.06717541082033321,0.04958357594314651,0.08613146970294547,0.07048066039874769,0.13399018002581037,0.03939343041330942,0.05069000332943394,0.03845930492743494
0.062203042174703356,0.08286532226932279,0.0651568503434916,0.05147157373184744,0.19488822461095187,0.07964177768134599,0.052493223591605825,0.08866779380190724,0.06415368866354461,0.13582548338619854,0.04716005638113524,0.0409878288880736,0.03448513447587191
0.0540555894440534,0.08932113251431215,0.055177290417836616,0.054186437285260805,0.18200915199729661,0.07730654284855026,0.05410418854357105,0.09081796894038888,0.0655128958938633,0.14236286595734735,0.042587162315005526,0.05017444133532652,0.04238433250718745
0.041009031418161736,0.08121809315432735,0.05674633764913857,0.06565115919274352,0.18947351383838257,0.07497803951695531,0.06400928387208939,0.06735910484060612,0.08477043879309396,0.14489093727817007,0.04186686097227524,0.04312907439298581,0.044898125081070356
0.04809571936330293,0.06967965473318355,0.04801873126015732,0.06935570170135646,0.19787980206501685,0.09190478352425234,0.04508735602790516,0.07476496636802639,0.08556920675055664,0.13128792583061466,0.04729061681408473,0.042891076305519395,0.048174459256023705
0.05565506031901407,0.07645022229049289,0.06383345241071058,0.05934417962132223,0.18090493645520114,0.08279848794911823,0.05560014922530283,0.09328552855830284,0.07426433181895135,0.12599243892778034,0.04226593444175995,0.04541272681294268,0.04419255116910104
0.06197284207840284,0.07721405443650385,0.049085678483110524,0.05217315436222713,0.1995926837934164,0.06926268851927303,0.058972496786674294,0.07095566179311699,0.07610878462995223,0.1404830027617336,0.04786421395149288,0.0494741842936436,0.04684055411045245
0.05511558136428723,0.07056072324106341,0.05527632714992606,0.0769723062625118,0.18517349895815496,0.0676275396549134,0.05393133991830873,0.09727635835177635,0.07703288707292463,0.14144622832544215,0.035658108043183735,0.041951968197052,0.041977133460455465
0.0395161159056412,0.08328190387788321,0.044863716161542964,0.07101258526754194,0.1911293954298048,0.0881312693542273,0.06097976942382163,0.08167126214030368,0.06333043607842544,0.15016872154971592,0.04613457593917841,0.043811935924719006,0.0359683129471945
0.061841027911600024,0.09268624991265831,0.05351719468093827,0.05807934682997463,0.20376432058095983,0.0659337904849381,0.05059778601756793,0.09312030405842786,0.07008634384952327,0.12470651514729439,0.047957112312959904,0.04125102917296814,0.03645897904018946
