Fold,Accuracy,Training_Time,Prediction_Time
1,0.7857142857142857,0.14694738388061523,0.0021181106567382812
2,0.5238095238095238,0.12322998046875,0.0020058155059814453
3,0.6190476190476191,0.08902835845947266,0.0
4,0.6190476190476191,0.08815217018127441,0.002069711685180664
5,0.7380952380952381,0.10059881210327148,0.0
6,0.6190476190476191,0.09475326538085938,0.0009922981262207031
7,0.6428571428571429,0.09108638763427734,0.0
8,0.5238095238095238,0.09974479675292969,0.0015044212341308594
9,0.7619047619047619,0.0774235725402832,0.0
10,0.6666666666666666,0.08761930465698242,0.002004861831665039
11,0.8333333333333334,0.1883237361907959,0.002206087112426758
12,0.6428571428571429,0.1807692050933838,0.002099275588989258
13,0.6190476190476191,0.21486163139343262,0.002005338668823242
14,0.5,0.12383651733398438,0.000997304916381836
15,0.5952380952380952,0.09162569046020508,0.0020036697387695312
16,0.5952380952380952,0.08049583435058594,0.002797842025756836
17,0.6904761904761905,0.07423734664916992,0.0
18,0.6666666666666666,0.09145307540893555,0.0019960403442382812
19,0.6904761904761905,0.08608603477478027,0.0
20,0.7142857142857143,0.09526872634887695,0.0011811256408691406
21,0.7380952380952381,0.09897565841674805,0.002001047134399414
22,0.5952380952380952,0.0875399112701416,0.0019969940185546875
23,0.5714285714285714,0.09276580810546875,0.00099945068359375
24,0.6190476190476191,0.10532331466674805,0.00103759765625
25,0.5952380952380952,0.08916378021240234,0.0019998550415039062
26,0.7142857142857143,0.07715821266174316,0.0017468929290771484
27,0.5952380952380952,0.08018827438354492,0.0
28,0.7142857142857143,0.1143951416015625,0.0020062923431396484
29,0.6666666666666666,0.08993911743164062,0.00099945068359375
30,0.6904761904761905,0.08791899681091309,0.0020051002502441406
31,0.5952380952380952,0.08473968505859375,0.0010046958923339844
32,0.6190476190476191,0.08993077278137207,0.0020046234130859375
33,0.7380952380952381,0.09409356117248535,0.0
34,0.6190476190476191,0.07732892036437988,0.002004384994506836
35,0.5,0.08457326889038086,0.0020055770874023438
36,0.6190476190476191,0.1096963882446289,0.0018215179443359375
37,0.5714285714285714,0.0968637466430664,0.0010006427764892578
38,0.5952380952380952,0.0851595401763916,0.0
39,0.6190476190476191,0.09549927711486816,0.002232789993286133
40,0.7142857142857143,0.0748748779296875,0.0
41,0.6904761904761905,0.07850170135498047,0.002004861831665039
42,0.5952380952380952,0.08054828643798828,0.0020046234130859375
43,0.5952380952380952,0.0755915641784668,0.002008199691772461
44,0.7380952380952381,0.09784603118896484,0.0009989738464355469
45,0.6428571428571429,0.10554695129394531,0.0009992122650146484
46,0.5952380952380952,0.09670019149780273,0.0009980201721191406
47,0.7619047619047619,0.09651422500610352,0.0009968280792236328
48,0.6666666666666666,0.09946703910827637,0.0012006759643554688
49,0.7142857142857143,0.09209609031677246,0.0020105838775634766
50,0.5714285714285714,0.07722282409667969,0.0020041465759277344
