Fold,Accuracy,Training_Time,Prediction_Time,Var_Smoothing_Effect,Class_Prior_0,Class_Prior_1,Class_Prior_2
27,0.8333333333333334,0.0,0.0,1.560603119103657e-11,0.3333333333333333,0.34523809523809523,0.32142857142857145
28,0.8095238095238095,0.003347158432006836,0.0,1.5298530140953327e-11,0.2916666666666667,0.3630952380952381,0.34523809523809523
29,0.7857142857142857,0.0,0.0,1.543474317223926e-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
30,0.7619047619047619,0.0,0.0,1.4964965112339906e-11,0.3392857142857143,0.31547619047619047,0.34523809523809523
31,0.8333333333333334,0.0,0.0,1.5255252278601904e-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
32,0.7380952380952381,0.0020225048065185547,0.0,1.5279084525965383e-11,0.32142857142857145,0.35119047619047616,0.3273809523809524
33,0.8809523809523809,0.0020093917846679688,0.0,1.5673131988382236e-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
34,0.8095238095238095,0.0,0.0,1.519976103957362e-11,0.34523809523809523,0.3333333333333333,0.32142857142857145
35,0.8571428571428571,0.002006053924560547,0.0,1.5372621420354917e-11,0.3333333333333333,0.31547619047619047,0.35119047619047616
36,0.7142857142857143,0.0,0.0,1.4891388482892273e-11,0.3392857142857143,0.32142857142857145,0.3392857142857143
37,0.8571428571428571,0.0,0.0,1.5760283088378007e-11,0.30952380952380953,0.35119047619047616,0.3392857142857143
38,0.8333333333333334,0.0,0.0,1.515438357912785e-11,0.32142857142857145,0.3273809523809524,0.35119047619047616
39,0.8095238095238095,0.0,0.0,1.5316168525867217e-11,0.35714285714285715,0.31547619047619047,0.3273809523809524
40,0.8095238095238095,0.002005338668823242,0.0,1.5556313728692524e-11,0.3392857142857143,0.35119047619047616,0.30952380952380953
41,0.9285714285714286,0.0,0.0,1.5829772584129364e-11,0.3333333333333333,0.31547619047619047,0.35119047619047616
42,0.7619047619047619,0.0,0.0020055770874023438,1.5467323260977433e-11,0.31547619047619047,0.34523809523809523,0.3392857142857143
43,0.8333333333333334,0.0,0.0,1.4713549547143586e-11,0.3273809523809524,0.3273809523809524,0.34523809523809523
44,0.8333333333333334,0.0,0.0,1.5553912699932382e-11,0.35119047619047616,0.3392857142857143,0.30952380952380953
45,0.6904761904761905,0.0020058155059814453,0.0,1.5112638368799404e-11,0.3392857142857143,0.3392857142857143,0.32142857142857145
46,0.7380952380952381,0.0,0.0,1.51274102595692e-11,0.3333333333333333,0.35714285714285715,0.30952380952380953
47,0.8333333333333334,0.0017464160919189453,0.0,1.5886610570393197e-11,0.3273809523809524,0.32142857142857145,0.35119047619047616
48,0.9047619047619048,0.0,0.0,1.5203268194699785e-11,0.3392857142857143,0.3333333333333333,0.3273809523809524
49,0.8571428571428571,0.0021390914916992188,0.0,1.506030702457763e-11,0.34523809523809523,0.3392857142857143,0.31547619047619047
50,0.8333333333333334,0.00048470497131347656,0.0,1.5435638676927338e-11,0.32142857142857145,0.31547619047619047,0.3630952380952381
