Fold,Accuracy,Training_Time,Prediction_Time
1,0.9047619047619048,0.17641472816467285,0.0020058155059814453
2,0.8333333333333334,0.1819896697998047,0.0
3,0.8571428571428571,0.1398639678955078,0.002312183380126953
4,0.8809523809523809,0.17054295539855957,0.0
5,0.8571428571428571,0.1314253807067871,0.002005338668823242
6,0.9523809523809523,0.17082929611206055,0.0
7,0.8095238095238095,0.12706875801086426,0.0010051727294921875
8,0.8095238095238095,0.13880681991577148,0.002004861831665039
9,0.9285714285714286,0.13743948936462402,0.002009868621826172
10,0.9761904761904762,0.16152048110961914,0.002005338668823242
11,0.9285714285714286,0.12837600708007812,0.0
12,0.8809523809523809,0.16546297073364258,0.0
13,0.8809523809523809,0.1379227638244629,0.0020034313201904297
14,0.8571428571428571,0.12582731246948242,0.0031180381774902344
15,0.8333333333333334,0.11968135833740234,0.000997781753540039
16,0.9047619047619048,0.13760018348693848,0.001062154769897461
17,0.9285714285714286,0.1371614933013916,0.0020055770874023438
18,0.9047619047619048,0.15810322761535645,0.0010023117065429688
19,0.8333333333333334,0.1382913589477539,0.0010025501251220703
20,0.8571428571428571,0.13016080856323242,0.002004861831665039
21,0.8809523809523809,0.14184021949768066,0.0009982585906982422
22,0.8571428571428571,0.13557076454162598,0.002407550811767578
23,0.8095238095238095,0.12234616279602051,0.0012023448944091797
24,0.8809523809523809,0.1517322063446045,0.0020034313201904297
25,0.9523809523809523,0.12064242362976074,0.0
26,0.9523809523809523,0.14345788955688477,0.0011610984802246094
27,0.8809523809523809,0.1399989128112793,0.003000497817993164
28,0.8095238095238095,0.17149043083190918,0.0
29,0.9285714285714286,0.127119779586792,0.002004384994506836
30,0.7619047619047619,0.13960838317871094,0.0
31,0.8333333333333334,0.12928152084350586,0.0
32,0.8809523809523809,0.15404772758483887,0.0
33,0.8809523809523809,0.13373494148254395,0.001809835433959961
34,0.9285714285714286,0.1157522201538086,0.002002716064453125
35,0.8809523809523809,0.11351203918457031,0.0
36,0.8571428571428571,0.1019437313079834,0.002007007598876953
37,0.8809523809523809,0.11686921119689941,0.0020062923431396484
38,0.9047619047619048,0.11580276489257812,0.00200653076171875
39,0.9047619047619048,0.13573765754699707,0.0
40,0.9285714285714286,0.11400437355041504,0.0
41,0.9761904761904762,0.14384174346923828,0.0
42,0.8095238095238095,0.11884236335754395,0.0
43,0.9761904761904762,0.13303446769714355,0.0023775100708007812
44,0.9761904761904762,0.14160609245300293,0.0
45,0.8095238095238095,0.12293148040771484,0.002007007598876953
46,0.9285714285714286,0.14752721786499023,0.0004096031188964844
47,0.8571428571428571,0.1477961540222168,0.0012426376342773438
48,0.9523809523809523,0.13410711288452148,0.0
49,0.9047619047619048,0.12100982666015625,0.0020036697387695312
50,0.8095238095238095,0.12086749076843262,0.0
