DemoEstrato,DemoEdad,DemoGenero,DemoSemestre,DemoPadres,DemoEsMental,Pedag1,Pedag2,Pedag3,Pedag6,Pedag12,Pedag14,Pedag16
0.06343414094369816,0.10129418731075795,0.035782921218118845,0.059336265851122776,0.19966993484695172,0.07853368090852893,0.049769274181386554,0.06419860940966382,0.0972290631050567,0.11635912672524382,0.0389620459190109,0.049778339859034515,0.04565240972142554
0.04148509416216518,0.0892517982698678,0.03303031260737042,0.052730941338166734,0.22553605263588086,0.07030135203921203,0.052996624216124326,0.08441875124990997,0.10894407355733692,0.10302574596775897,0.04275427031399074,0.04785804857483266,0.047666935067383495
0.058566881506757006,0.09884746402897522,0.025142064708571662,0.06414817889713685,0.24512186133611924,0.07319363000845448,0.058596379019624396,0.08423645135030698,0.08628368778190883,0.08659184378799048,0.03266984535990821,0.039053972697762625,0.047547739516483854
0.058556178874047224,0.09813554806658957,0.04222757866617457,0.06531642815778729,0.20778073496097693,0.06862161076689549,0.05738208686884216,0.06580449500393025,0.08610964351786807,0.11111320835448764,0.0404899686338495,0.051877689680520575,0.0465848284480308
0.04242391927362922,0.10233590889641503,0.02620284787349246,0.06260002579500705,0.20591263766936158,0.10222503687888194,0.04314856126976419,0.07385673922426822,0.09172479274578471,0.11913271517595428,0.04171137415202719,0.04483145989621679,0.04389398114919728
0.05859441290479808,0.09061413315643396,0.027736121827000134,0.06476813254809209,0.21054150315968692,0.07724949350085436,0.05054550384082698,0.06860276680296003,0.09036855701304225,0.11409387444463051,0.042612636448734434,0.045780189329548374,0.05849267502339186
0.04375877651346934,0.10668701211589665,0.02254513169491539,0.06133467635566592,0.23846384123708664,0.07627744230281894,0.04211393879342149,0.07624355918660246,0.10162300371233934,0.0977236876637857,0.03946432689344264,0.04493960361553899,0.04882499991501653
0.04766840521855334,0.09716167448716417,0.03199540119449366,0.06443988475497735,0.22006489767560583,0.0814030452683338,0.056666103180891526,0.06759993109397831,0.10551128655886083,0.091950294293938,0.03964675698306138,0.05169619388018161,0.04419612540996022
0.0659376420253903,0.0995533893256634,0.029823624589115312,0.06530649475118082,0.2041636788543691,0.08744941741523839,0.04964383465826534,0.07556570015211785,0.09397362642831371,0.09817793607044825,0.04385377692712265,0.045571147539616136,0.04097973126315875
0.06409020057627027,0.09199425158308802,0.032309600655589944,0.060834204889555585,0.1986861584999073,0.08409990782169355,0.055861455143692826,0.08800655443775379,0.08371679941381041,0.10244618167530713,0.04133720055965398,0.05021799516874927,0.04639948957492802
0.05300662694352829,0.09331297483033953,0.033646087274246186,0.07090736665521571,0.2056881657568325,0.08229161883296157,0.06140343936351569,0.07882965819154067,0.08437128784575526,0.09780827628824781,0.05006568531872201,0.042709936367486136,0.04595887633160875
0.05632683703895012,0.08157816634928418,0.02065041421454167,0.06595369555959242,0.23962696076331472,0.08142651292009635,0.05387728935158989,0.07633428819104959,0.09222201387582601,0.10591404001546754,0.039434253780378944,0.045223169436714235,0.04143235850319424
0.05783943012211807,0.10171676238571567,0.023529615763388297,0.06249823841067969,0.19828972384906607,0.09198331433133794,0.049570633001675114,0.07634701363933673,0.0986738991802166,0.10598677046544085,0.03581986911008449,0.050385496800851116,0.047359232940089174
